index,teks,aspek,sentimen,waktu
42356,"maxim yg baik nih, mau antarin barang sya yg ketinggalan. makasih bg",Perilaku & Profesionalisme Driver,Positif,2024-04-30 17:04:14
42357,"Driver nya sama motor nya pada kagak jelas semua ini, ada yang motor nya mogog lah ada yang motor nya kyak mau balapan lahhh",Perilaku & Profesionalisme Driver,Negatif,2024-04-30 16:16:47
42358,"Driver nya sama motor nya pada kagak jelas semua ini, ada yang motor nya mogog lah ada yang motor nya kyak mau balapan lahhh",Kondisi Kendaraan Driver,Negatif,2024-04-30 16:16:47
42359,pengemudi kurir maxim sangat 👍,Perilaku & Profesionalisme Driver,Positif,2024-04-30 15:16:28
42360,sehat sllu buat tthnya semga di mudahkan dan di lancarkan rizkinya ttp semangat yah,Umum,Positif,2024-04-30 15:14:41
42361,"sangat murah , dan sangat membantu",Harga & Tarif,Positif,2024-04-30 15:07:08
42362,"sangat murah , dan sangat membantu",Umum,Positif,2024-04-30 15:07:08
42363,keren pelayanan terbaik,Umum,Positif,2024-04-30 14:33:42
42364,"pelayanan mantap,tapi kasian mba ny takut ke gn dubs wkwkwk",Umum,Positif,2024-04-30 13:38:22
42365,"Maxim motor ada liatnya, lewat waktu ganti2 driver",Ketersediaan Driver (Lama Menunggu),Negatif,2024-04-30 12:38:20
42366,"Maxim ini ngapa saldonya ora bisa dipake si? Saya mau beli makan trus, kenapa gabisa untuk topup game dan kenapa tulisan bayar non cash nya soon, haduh kalo gitu apa gunanya masukin kode promo dapet non cash 100ribu kalo ga bisa dipake haduhh tapi apapun itu semoga PT sito selalu jaya makmur dan para pekerja nya juga diberi kesehatan terlebih lagi yang sedang hamil,semoga dilancarkan persalinannya aamiin dan semoga anaknya menjadi anak yang pintar dan selalu berbakti kepada kedua orang tuanya 🤲",Sistem Pembayaran & Promo,Negatif,2024-04-30 12:18:12
42367,"Maxim ini ngapa saldonya ora bisa dipake si? Saya mau beli makan trus, kenapa gabisa untuk topup game dan kenapa tulisan bayar non cash nya soon, haduh kalo gitu apa gunanya masukin kode promo dapet non cash 100ribu kalo ga bisa dipake haduhh tapi apapun itu semoga PT sito selalu jaya makmur dan para pekerja nya juga diberi kesehatan terlebih lagi yang sedang hamil,semoga dilancarkan persalinannya aamiin dan semoga anaknya menjadi anak yang pintar dan selalu berbakti kepada kedua orang tuanya 🤲",Umum,Positif,2024-04-30 12:18:12
42368,aplikasi yg sangat membantu.. tidak ribet,Umum,Positif,2024-04-30 12:08:34
42369,mantap bapak nya asik d ajak ngobrol,Perilaku & Profesionalisme Driver,Positif,2024-04-30 12:03:56
42370,makasih SDH dijmpt n dianter tepat waktu,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 11:55:51
42371,"semoga Tetap Selalu amanah, Ikhlas & Sabar. tetap se 💪💪💪",Umum,Positif,2024-04-30 11:25:05
42372,"pak kok malah didiskon...padahal mau kasih tips tp g taunya uds dibayar pegawai. malah diskon. makasi y pak, lancar2 rezekinya",Harga & Tarif,Positif,2024-04-30 11:14:20
42373,"pak kok malah didiskon...padahal mau kasih tips tp g taunya uds dibayar pegawai. malah diskon. makasi y pak, lancar2 rezekinya",Perilaku & Profesionalisme Driver,Positif,2024-04-30 11:14:20
42374,sangat cepat cocok pabila sangat terburu2,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 10:56:35
42375,"cepat ,dan ramah",Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 10:18:39
42376,"cepat ,dan ramah",Perilaku & Profesionalisme Driver,Positif,2024-04-30 10:18:39
42377,driver nya sangat ramah dan baik..,Perilaku & Profesionalisme Driver,Positif,2024-04-30 10:17:54
42378,"murahh,, supir nya ramah²",Harga & Tarif,Positif,2024-04-30 09:00:01
42379,"murahh,, supir nya ramah²",Perilaku & Profesionalisme Driver,Positif,2024-04-30 09:00:01
42380,"tepat waktu,trimakasih",Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 08:54:09
42381,tepat waktu dan sesuai aplikasi,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 08:37:11
42382,tepat waktu dan sesuai aplikasi,Akurasi GPS & Peta,Positif,2024-04-30 08:37:11
42383,tepat waktu dan driver sopan,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 08:05:46
42384,tepat waktu dan driver sopan,Perilaku & Profesionalisme Driver,Positif,2024-04-30 08:05:46
42385,"maturnuwun pak de, mugi sehat selalu",Umum,Netral,2024-04-30 07:48:58
42386,"cepat,,cekatan,, ramah pengemudi,,, god job a her nuhun pisan",Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 07:48:13
42387,"cepat,,cekatan,, ramah pengemudi,,, god job a her nuhun pisan",Perilaku & Profesionalisme Driver,Positif,2024-04-30 07:48:13
42388,"cepat,,cekatan,, ramah pengemudi,,, god job a her nuhun pisan",Umum,Positif,2024-04-30 07:48:13
42389,tolong lebih akurat dengan memberi tracking terkini. seperti sebelah. jangan memberi info akan segera tiba tapi ternyata driver belum berangkat...,Akurasi GPS & Peta,Negatif,2024-04-30 07:28:31
42390,tolong lebih akurat dengan memberi tracking terkini. seperti sebelah. jangan memberi info akan segera tiba tapi ternyata driver belum berangkat...,Ketersediaan Driver (Lama Menunggu),Negatif,2024-04-30 07:28:31
42391,sangat mudah untuk di gunakan,UI/UX Aplikasi (Tampilan/Desain),Positif,2024-04-30 06:50:19
42392,sangat bagus dan gampang,Umum,Positif,2024-04-30 06:46:24
42393,"mantap masss, lancar rejekinya",Umum,Positif,2024-04-30 06:37:14
42394,"saya sangat puas dgn pelayanan drivernya. sy benar"" berterima kasih . semoga MAxIM' semakin maju & solid dlm bertugas melaju dgn penuh semangat memberikan kenyamanan semua coustomer . selamat maXim...!! salam satu hati untuk kita..!! maXim sejatera. MERDEKA..!!!",Perilaku & Profesionalisme Driver,Positif,2024-04-30 06:15:39
42395,"saya sangat puas dgn pelayanan drivernya. sy benar"" berterima kasih . semoga MAxIM' semakin maju & solid dlm bertugas melaju dgn penuh semangat memberikan kenyamanan semua coustomer . selamat maXim...!! salam satu hati untuk kita..!! maXim sejatera. MERDEKA..!!!",Umum,Positif,2024-04-30 06:15:39
42396,Map belum akurat untuk tujuan jadi masih harus gerak2in dulu,Akurasi GPS & Peta,Negatif,2024-04-30 06:07:19
42397,"ga bisa isi saldo, lwt mbangking. titik maps ga update",Sistem Pembayaran & Promo,Negatif,2024-04-30 05:42:44
42398,"ga bisa isi saldo, lwt mbangking. titik maps ga update",Akurasi GPS & Peta,Negatif,2024-04-30 05:42:44
42399,"sesuai perjalanan sayangnya driver minta tambahan tarif tidak sesuai di apiklasi tambahannya hampir 50% tidak jadi hemat deh,tolong diperbaiki pelayanan tarifnya terima kasih.",Harga & Tarif,Negatif,2024-04-30 05:38:01
42400,"sesuai perjalanan sayangnya driver minta tambahan tarif tidak sesuai di apiklasi tambahannya hampir 50% tidak jadi hemat deh,tolong diperbaiki pelayanan tarifnya terima kasih.",Customer Service,Negatif,2024-04-30 05:38:01
42401,saya merasa aman saat di perjalanan,Perilaku & Profesionalisme Driver,Positif,2024-04-30 05:25:08
42402,drivernya baik.. cepat n tanggap,Perilaku & Profesionalisme Driver,Positif,2024-04-30 05:21:38
42403,mantap murah dan terjangkau,Harga & Tarif,Positif,2024-04-30 05:05:24
42404,mantap murah dan terjangkau,Umum,Positif,2024-04-30 05:05:24
42405,Maxim gw bilang lu lebih baik perbaiki sistem maps lu dulu deh ya.. Titik gw selalu sesuai dan gk meleset tp driver selalu nyalah2in penumpang krna titik meleset.. Yg salah sistem yg kenak maki penumpang.. Hedeh,Akurasi GPS & Peta,Negatif,2024-04-30 04:57:47
42406,"please donk maxim perbaiki mapsnya, gw jd berantem mulu sama driver perkara maps!!!!",Akurasi GPS & Peta,Negatif,2024-04-30 04:39:42
42407,Drivernya jauh tapi bisa langsung diambil orderan penumpang. HEBAT... BINTANG 7.,Ketersediaan Driver (Lama Menunggu),Negatif,2024-04-30 04:38:30
42408,Drivernya jauh tapi bisa langsung diambil orderan penumpang. HEBAT... BINTANG 7.,Umum,Positif,2024-04-30 04:38:30
42409,pelayanan baik juga sopan🙏,Perilaku & Profesionalisme Driver,Positif,2024-04-30 04:30:39
42410,"bagus dan sesuai, perlu ditingkatkan lagi",Umum,Positif,2024-04-30 03:57:05
42411,alhamdulillah sampai tujuan dgn selamat,Umum,Positif,2024-04-30 03:13:56
42412,"Pengemudi: Handoko Eddi dengan Motorcycle, warna hitam, nopol BM5729AAF.",Umum,Netral,2024-04-30 03:12:08
42413,harga kebanyakan tidak sesuai sama yang tertera di aplikasi pelanggan terutama maxim mobil,Harga & Tarif,Negatif,2024-04-30 02:48:15
42414,sangat cepat dan tepat waktu,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 02:46:46
42415,pelayanan bagus tepat waktu,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 02:30:11
42416,sangat membantu. cepat 🚴三tepet. 🤗,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 02:26:37
42417,sangat membantu. cepat 🚴三tepet. 🤗,Umum,Positif,2024-04-30 02:26:37
42418,"Akurasi map kurang driver lama gara2 map nya jelek bgt akurasinya titik ga bisa di sesuaikan, tolong dong diperbaiki",Akurasi GPS & Peta,Negatif,2024-04-30 02:24:05
42419,"Akurasi map kurang driver lama gara2 map nya jelek bgt akurasinya titik ga bisa di sesuaikan, tolong dong diperbaiki",Ketersediaan Driver (Lama Menunggu),Negatif,2024-04-30 02:24:05
42420,Naik motor nya pelan enak ga buru²ramah bangettttt 😊,Perilaku & Profesionalisme Driver,Positif,2024-04-30 02:20:33
42421,solusi jasa angkutan aman cepat dan tepat,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 02:18:50
42422,solusi jasa angkutan aman cepat dan tepat,Umum,Positif,2024-04-30 02:18:50
42423,baik dan ramah mas drivernya,Perilaku & Profesionalisme Driver,Positif,2024-04-30 02:07:41
42424,driver baik dan ramah,Perilaku & Profesionalisme Driver,Positif,2024-04-30 02:07:19
42425,"pelayanan bagus dan cepat, drever ramah",Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 02:01:45
42426,"pelayanan bagus dan cepat, drever ramah",Perilaku & Profesionalisme Driver,Positif,2024-04-30 02:01:45
42427,sopan dan sangat ramah,Perilaku & Profesionalisme Driver,Positif,2024-04-30 01:54:09
42428,"map maxim sangat jauh kurang sempurna,sy penggemar maxim, mhn segera d perbaiki ,termasuk signal,",Akurasi GPS & Peta,Negatif,2024-04-30 01:39:39
42429,mantap cepat datang bagai Kilat⚡⚡⚡,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 01:20:19
42430,mantap cepat datang bagai Kilat⚡⚡⚡,Umum,Positif,2024-04-30 01:20:19
42431,"drivernya baik, ramah, sopan saya sangat senang trimakasih 🙏",Perilaku & Profesionalisme Driver,Positif,2024-04-30 01:06:23
42432,sangat cekatan ini maxim semoga peringkat naik terus dan makin banyak penggunanya. sukses👍,Umum,Positif,2024-04-30 00:56:52
42433,"makasi pelayanannya bang.cepat dapat drivernya,cara bawa motornya tdk ugal ugalan",Ketersediaan Driver (Lama Menunggu),Positif,2024-04-30 00:21:03
42434,"makasi pelayanannya bang.cepat dapat drivernya,cara bawa motornya tdk ugal ugalan",Perilaku & Profesionalisme Driver,Positif,2024-04-30 00:21:03
42435,Alhamdulillah sudah sampai ke tempat yang di tuju,Umum,Positif,2024-04-30 00:05:12
42436,"Sebenarnya apk nya udah bagus, cuman ada beberapa titik yang sering gaada di apk nya, berlebih lagi SUSAH BANGET BUAT NYARI PENGEMUDI! walaupun udah di tambahin biaya awal ampe 8K tetep aja gaada yang mau nerima, ini rata² maxim nya matre semua ya? Atau emang apk nya yang bermasalah? Mata duitan banget, terus kalo lagi buru² pengemudi bawanya malah lambat, kayak? Niat ga si buat nerima order! SAMPE 1 JAM GAADA YANG MAU NERIMA KEBANGETAN BANGET!",Akurasi GPS & Peta,Negatif,2024-04-29 23:38:59
42437,"Sebenarnya apk nya udah bagus, cuman ada beberapa titik yang sering gaada di apk nya, berlebih lagi SUSAH BANGET BUAT NYARI PENGEMUDI! walaupun udah di tambahin biaya awal ampe 8K tetep aja gaada yang mau nerima, ini rata² maxim nya matre semua ya? Atau emang apk nya yang bermasalah? Mata duitan banget, terus kalo lagi buru² pengemudi bawanya malah lambat, kayak? Niat ga si buat nerima order! SAMPE 1 JAM GAADA YANG MAU NERIMA KEBANGETAN BANGET!",Ketersediaan Driver (Lama Menunggu),Negatif,2024-04-29 23:38:59
42438,"Sebenarnya apk nya udah bagus, cuman ada beberapa titik yang sering gaada di apk nya, berlebih lagi SUSAH BANGET BUAT NYARI PENGEMUDI! walaupun udah di tambahin biaya awal ampe 8K tetep aja gaada yang mau nerima, ini rata² maxim nya matre semua ya? Atau emang apk nya yang bermasalah? Mata duitan banget, terus kalo lagi buru² pengemudi bawanya malah lambat, kayak? Niat ga si buat nerima order! SAMPE 1 JAM GAADA YANG MAU NERIMA KEBANGETAN BANGET!",Perilaku & Profesionalisme Driver,Negatif,2024-04-29 23:38:59
42439,"Pelayanan bagus, respon cepat, driver komunikatif dan kendaraan nyaman. masukan saja jika ada biaya parkir bandara bisa sekalian dimasukkan ke tarif aplikasi.",Customer Service,Positif,2024-04-29 23:12:58
42440,"Pelayanan bagus, respon cepat, driver komunikatif dan kendaraan nyaman. masukan saja jika ada biaya parkir bandara bisa sekalian dimasukkan ke tarif aplikasi.",Perilaku & Profesionalisme Driver,Positif,2024-04-29 23:12:58
42441,"Pelayanan bagus, respon cepat, driver komunikatif dan kendaraan nyaman. masukan saja jika ada biaya parkir bandara bisa sekalian dimasukkan ke tarif aplikasi.",Kondisi Kendaraan Driver,Positif,2024-04-29 23:12:58
42442,"Pelayanan bagus, respon cepat, driver komunikatif dan kendaraan nyaman. masukan saja jika ada biaya parkir bandara bisa sekalian dimasukkan ke tarif aplikasi.",Harga & Tarif,Netral,2024-04-29 23:12:58
42443,terimah kasih banyak sudah anter kami dengan penuh ikhlas . salam sehat selalu,Perilaku & Profesionalisme Driver,Positif,2024-04-29 22:36:05
42444,pelayanan ramah tamah,Perilaku & Profesionalisme Driver,Positif,2024-04-29 17:41:18
42445,ok mungkin harus lebih byk lg maps nya agar lebih detil,Akurasi GPS & Peta,Negatif,2024-04-29 17:21:15
42446,memuaskan dan tepat waktu,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-29 16:49:28
42447,memuaskan dan tepat waktu,Umum,Positif,2024-04-29 16:49:28
42448,"Order telah dipenuhi oleh: Agusman Nduru dengan Motorcycle, warna hitam, nopol BM2163HD. Terima kasih atas perjalanan Anda!",Umum,Positif,2024-04-29 15:38:45
42449,"gimana ini aplikasi nya, masa saya salah order makanan gabisa dibatalkan, cuma bisa di edit pesenan aja.",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-04-29 15:34:24
42450,"gimana ini aplikasi nya, masa saya salah order makanan gabisa dibatalkan, cuma bisa di edit pesenan aja.",Kualitas Layanan Pesan Antar (Food/Delivery),Negatif,2024-04-29 15:34:24
42451,sangat sopan dan baik,Perilaku & Profesionalisme Driver,Positif,2024-04-29 15:31:30
42452,tolong perbaiki untuk pemilihan peta,Akurasi GPS & Peta,Negatif,2024-04-29 15:10:16
42453,"makasih bang, sudah mau mengantarkan paman saya yg lagi sakit.. selalu sehat, rezeki lancar, selalu dalam lindungan allah🤲",Perilaku & Profesionalisme Driver,Positif,2024-04-29 14:49:40
42454,"makasih bang, sudah mau mengantarkan paman saya yg lagi sakit.. selalu sehat, rezeki lancar, selalu dalam lindungan allah🤲",Umum,Positif,2024-04-29 14:49:40
42455,Draper nya banyak yang males dan banyak yang songong .. cmn di minta tolong panggilan nama aja ngga d suruh nyari .. soalnya hp nya mati .. malah di suruh di batalinn emang dasar .. terus aku kalau pake Maxim draiver nya tuh pada sombong ngga ada yang Ramah .. malahan kalau bawa anak saya slalu lebihin tapi ttp draiver nya ngga mau .. udh murah bawa anak ribet dasar,Perilaku & Profesionalisme Driver,Negatif,2024-04-29 14:47:20
42456,Draper nya banyak yang males dan banyak yang songong .. cmn di minta tolong panggilan nama aja ngga d suruh nyari .. soalnya hp nya mati .. malah di suruh di batalinn emang dasar .. terus aku kalau pake Maxim draiver nya tuh pada sombong ngga ada yang Ramah .. malahan kalau bawa anak saya slalu lebihin tapi ttp draiver nya ngga mau .. udh murah bawa anak ribet dasar,Pembatalan oleh Driver,Negatif,2024-04-29 14:47:20
42457,sangat puas pelayanannya bagus orng ny sopan baik 🙏,Perilaku & Profesionalisme Driver,Positif,2024-04-29 14:42:57
42458,sangat puas pelayanannya bagus orng ny sopan baik 🙏,Customer Service,Positif,2024-04-29 14:42:57
42459,perkendara yng baik. dan ramah,Perilaku & Profesionalisme Driver,Positif,2024-04-29 14:41:26
42460,untuk titik alamat masih banyak yg belum ketemu,Akurasi GPS & Peta,Negatif,2024-04-29 13:59:17
42461,masyaAllah ramah org nya . suka sama driver yg kaya gini .,Perilaku & Profesionalisme Driver,Positif,2024-04-29 13:54:05
42462,mobik ny bagus ...nyaman sopirny bawellll wkwkwk,Umum,Positif,2024-04-29 13:42:54
42463,mobik ny bagus ...nyaman sopirny bawellll wkwkwk,Perilaku & Profesionalisme Driver,Negatif,2024-04-29 13:42:54
42464,pelayanannya ramah,Perilaku & Profesionalisme Driver,Positif,2024-04-29 13:35:30
42465,baik castemer nya ramah tamah,Customer Service,Positif,2024-04-29 12:55:45
42466,mantab sangat membantu,Umum,Positif,2024-04-29 11:50:44
42467,"puas banget, bapak kurir nya gercep dan ramah..., sehat terus ya bapak..😇😇",Perilaku & Profesionalisme Driver,Positif,2024-04-29 11:36:27
42468,"puas banget, bapak kurir nya gercep dan ramah..., sehat terus ya bapak..😇😇",Umum,Positif,2024-04-29 11:36:27
42469,"Maxim kaspro parah, driver maxim Padang nama Stevandra Dhovany minta lagi pembayaran tunai, alasannya duit nggak masuk2 ke akun dia direfresh berkali2, padahal anak saya sdh bayar pakai kaspro, jadinya bayar 2 kali, bisa jadi modus driver biar dpt bayaran dobel",Sistem Pembayaran & Promo,Negatif,2024-04-29 11:31:47
42470,"Maxim kaspro parah, driver maxim Padang nama Stevandra Dhovany minta lagi pembayaran tunai, alasannya duit nggak masuk2 ke akun dia direfresh berkali2, padahal anak saya sdh bayar pakai kaspro, jadinya bayar 2 kali, bisa jadi modus driver biar dpt bayaran dobel",Perilaku & Profesionalisme Driver,Negatif,2024-04-29 11:31:47
42471,pelayanan bagus dan cepat,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-29 11:31:42
42472,pelayanan bagus dan cepat,Perilaku & Profesionalisme Driver,Positif,2024-04-29 11:31:42
42473,cepat dan ramahj,Ketersediaan Driver (Lama Menunggu),Positif,2024-04-29 11:22:49
42474,cepat dan ramahj,Perilaku & Profesionalisme Driver,Positif,2024-04-29 11:22:49
42475,udah top up ke kaspro maxim tpi ga masuk2 pdhl udah rugi banyak,Sistem Pembayaran & Promo,Negatif,2024-04-29 11:19:47
42476,mapnya tolong diperbaharui/dipermudah...kalou orang yg gak paham map pasti gak bakal sesui sama titik jemputnya,Akurasi GPS & Peta,Negatif,2024-04-29 11:12:43
42477,driver nya baik dan barang yg sy kirim sampai dgn baik Makasih driver maxim,Perilaku & Profesionalisme Driver,Positif,2024-04-29 10:59:43
42478,driver nya baik dan barang yg sy kirim sampai dgn baik Makasih driver maxim,Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2024-04-29 10:59:43
42479,Aplikasi gak jelas tulis alamat di suruh nyari peta.... aplikasi giloo.....,UI/UX Aplikasi (Tampilan/Desain),Negatif,2024-04-29 10:52:01
42480,Aplikasi gak jelas tulis alamat di suruh nyari peta.... aplikasi giloo.....,Akurasi GPS & Peta,Negatif,2024-04-29 10:52:01
42481,"Pengalaman menggunakan maxim overall good 👍 dari aplikasi yg simpel, kendaraan yg nyaman, dan driver yg ramah 👌 semuanya. Untuk maps semoga bisa diupgrade lg, semoga makin sukses & berkembang terus 🙏🙏🙏",Umum,Positif,2024-04-29 10:36:04
